"RecordNumber"	"StationName"	"Date"	"Survey"	"Replicate"	"Tide"	"Tide Height"	"SalinityZone"	"Temp(C)StartTop"	"Conductivity(uS/cm)StartTop"	"Salinity(ppt)StartTop"	"DOSat(Percent)StartTop"	"DOSat(mg/L)StartTop"	"Chl(ug/L)StartTop"	"Chl(RFU)StartTop"	"Temp(C)StartBottom"	"Conductivity(uS/cm)StartBottom"	"Salinity(ppt)StartBottom"	"DOSat(Percent)StartBottom"	"DOSat(mg/L)StartBottom"	"Chl(ug/L)StartBottom"	"Chl(RFU)StartBottom"	"Temp(C)EndTop"	"Conductivity(uS/cm)EndTop"	"Salinity(ppt)EndTop"	"DOSat(Percent)EndTop"	"DOSat(mg/L)EndTop"	"Chl(ug/L)EndTop"	"Chl(RFU)EndTop"	"Temp(C)EndBottom"	"Conductivity(uS/cm)EndBottom"	"Salinity(ppt)EndBottom"	"DOSat(Percent)EndBottom"	"DOSat(mg/L)EndBottom"	"Chl(ug/L)EndBottom"	"Chl(RFU)EndBottom"	"StartSecchi(cm)"	"EndSecchi(cm)"	"StartNTU"	"EndNTU"	"StartpH"	"EndpH"	"Comments"	"WQStartFile"	"WQEndFile"
190	"SB-500"	2/21/2015 0:00:00	"4"	"1"			"4: >10"	18.10	24789.00	18.10	81.00	7.00			17.00	25141.00	18.40	78.00	6.70																	30.00								
191	"SB-400"	2/22/2015 0:00:00	"4"	"1"		"0.47"	"2: 4-6.99"	19.30	9037.00	5.70	95.10	8.48			18.60	12535.00	8.30	96.10	8.57			21.20	2606.00	1.50	86.50	7.64			19.80	6149.00	3.80	82.50	7.38			70.00								
192	"SB-410"	2/22/2015 0:00:00	"4"	"1"			"3: 7-9.99"	19.30	10870.00	7.00	99.50	8.80										19.20	10573.00	6.80	92.00	8.20										44.00						"Water Quality taken in midwater"		
193	"SB-420"	2/22/2015 0:00:00	"4"	"1"	"Flooding"	"1.27"	"3: 7-9.99"	19.30	10647.00	6.90	97.00	8.60										19.20	10670.00	8.30	91.00	8.10										40.00								
194	"SB-100"	2/22/2015 0:00:00	"4"	"1"	"Flooding"	"2.5"	"3: 7-9.99"	15.70	10419.00	7.30	67.40	6.40										15.90	12221.00	8.60	64.00	6.00										28.00								
197	"SB-720"	2/22/2015 0:00:00	"4"	"1"	"Flooding"	"5.4"	"4: >10"	17.10	18618.00	13.30	77.00	6.90										16.80	20335.00	14.70	73.00	6.40										20.00						"Windy"		
200	"NB-250"	3/23/2015 0:00:00	"6"	"1"	"Flooding"		"4: >10"	18.10	15083.00	10.30	89.90	7.95										18.20	16667.00	11.40	94.60	8.33										32.00								
201	"NB-210"	3/23/2015 0:00:00	"6"	"1"	"Flooding"		"4: >10"	18.10	14043.00	9.50	87.50	7.76			17.80	14453.00	9.90	84.10	7.52			17.90	16697.00	11.50	92.20	8.18			17.80	16692.00	11.60	90.00	8.05			46.00								
202	"NB-190"	3/23/2015 0:00:00	"6"	"1"			"3: 7-9.99"	18.20	11859.00	7.90	86.30	7.76										18.10	13385.00	9.00	91.30	8.16			17.80	14207.00	9.70	84.70	7.61			48.00								
203	"NB-180"	3/23/2015 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	18.10	9796.00	6.50	90.20	8.30			17.80	11228.00	7.50	84.51	7.69			18.10	10991.00	7.30	90.90	8.16			17.90	11477.00	7.70	86.40	7.78			37.00						"SLS: From time 5:30 - 6:30 pulled sled at surface at higher speed over pipe."		
204	"NB-170"	3/23/2015 0:00:00	"6"	"1"	"Ebbing"		"2: 4-6.99"	17.90	7866.00	5.10	87.70	8.05			18.10	8612.00	5.60	85.00	7.76			18.10	8398.00	5.50	87.00	5.50			18.10	8531.00	5.60	85.50	5.60			38.00								
205	"NB-140"	3/23/2015 0:00:00	"6"	"1"	"Flooding"		"2: 4-6.99"	17.80	6792.00	4.40	90.90	8.35			18.20	8485.00	5.70	84.90	7.72			18.00	7846.00	5.10	91.70	8.36			18.10	8458.00	5.50	88.30	8.07			27.00								
206	"NB-120"	3/23/2015 0:00:00	"6"	"1"	"Flooding"		"1: 1-3.99"	17.60	4697.00	2.90	90.00	8.44			18.10	6801.00	4.30	88.10	8.07			17.70	5351.00	3.40	89.00	8.30			18.10	7383.00	4.70	87.60	8.02			29.00								
207	"NB-100"	3/23/2015 0:00:00	"6"	"1"	"Flooding"		"1: 1-3.99"	17.40	3556.00	2.20	98.40	9.38										17.90	4339.00	2.70	93.50	8.81			18.20	7246.00	4.70	86.50	7.90			38.00								
208	"NB-520"	3/25/2015 0:00:00	"6"	"1"	"Ebbing"		"2: 4-6.99"	16.00	8210.00	5.60	70.80	6.72										16.00	8109.00	5.50	63.50	6.01										25.00						"Lat/Lon 38 13.557', 122 25.215'"		
209	"NB-510"	3/25/2015 0:00:00	"6"	"1"	"Ebbing"		"2: 4-6.99"	16.30	8338.00	5.60	59.50	5.68										16.10	8334.00	5.90	59.80	5.66										16.00								
210	"NB-550"	3/25/2015 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	16.70	11907.00	8.70	83.80	7.75										16.70	8797.00	6.00	84.20	7.87										33.00						"38 12.656', 122 24.797' "		
211	"NB-560"	3/25/2015 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	16.90	12800.00	8.90	88.60	8.11										16.90	11352.00	7.70	86.70	7.95										37.00						"Start: N38 12.301' , W122 24.098' ; End: N38 12.450' , W122 24.466'"		
212	"NB-720"	3/24/2015 0:00:00	"6"	"1"			"3: 7-9.99"	17.90	9141.00	6.00	76.80	7.04			17.90	9335.00	6.10	78.20	7.14			17.70	9364.00	6.20	78.80	7.22										44.00								
213	"NB-750"	3/24/2015 0:00:00	"6"	"1"			"3: 7-9.99"	16.80	12477.00	8.60	78.00	7.14										17.00	11779.00	8.10	79.70	7.31										43.00								
214	"NB-740"	3/24/2015 0:00:00	"6"	"1"	"Ebbing"		"3: 7-9.99"	16.90	12152.00	8.40	77.20	7.01			16.80	12166.00	8.40	74.10	6.85			16.90	11954.00	82.00	76.70	7.06										38.00								
215	"SB-540"	3/21/2015 0:00:00	"6"	"1"	"Flooding"	"0.46"	"4: >10"	17.90	22095.00	15.60	80.00	6.90										18.00	21796.00	15.40	81.00	7.00										20.00						"Fog in the A.M."		
216	"SB-150"	3/21/2015 0:00:00	"6"	"1"	"Flooding"	"5.86"	"4: >10"	18.30	24400.00	17.30	74.00	6.30			18.30	24352.00	17.30	76.00	6.40			18.40	25797.00	18.30	77.00	6.40			18.30	25825.00	18.40	78.00	6.50			25.00								
217	"SB-760"	3/21/2015 0:00:00	"6"	"1"	"Flooding"	"7.25"	"4: >10"	18.80	24600.00	17.20	75.00	6.30										18.50	26889.00	19.10	78.00	6.50										25.00								
218	"SB-500"	3/21/2015 0:00:00	"6"	"1"		"8.32"	"4: >10"	18.90	24850.00	17.40	80.00	7.04										18.80	25757.00	18.10	79.00	6.60										35.00								
219	"SB-700"	3/22/2015 0:00:00	"6"	"1"	"Flooding"	"5.88"	"4: >10"	18.80	20821.00	14.30	69.00	5.90																								20.00								
220	"SB-120"	3/22/2015 0:00:00	"6"	"1"	"Flooding"	"3.3"	"4: >10"	18.40	17865.00	12.30	51.00	4.40										18.40	18104.00	12.60	52.00	4.50										32.00								
221	"SB-100"	3/22/2015 0:00:00	"6"	"1"	"Flooding"	"1.68"	"3: 7-9.99"	17.80	11348.00	7.60	57.00	5.20										18.10	14130.00	9.60	52.00	4.60										25.00								
222	"SB-420"	3/22/2015 0:00:00	"6"	"1"		"-0.07"	"3: 7-9.99"	20.50	11330.00	7.10	95.00	8.20										20.60	11292.00	7.10	94.00	8.20										20.00								
223	"SB-410"	3/22/2015 0:00:00	"6"	"1"	"Ebbing"	"1.24"	"3: 7-9.99"	20.60	11257.00	7.10	104.00	9.00										20.60	11163.00	7.00	109.00	9.40										30.00								
224	"SB-400"	3/22/2015 0:00:00	"6"	"1"	"Ebbing"	"1.35"	"2: 4-6.99"	20.90	9343.00	5.70	96.00	8.30										22.20	2463.00	1.30	92.00	7.90										50.00						"Foggy/cloudy day sun never really came out."		
230	"NB-730"	3/24/2015 0:00:00	"6"	"1"			"3: 7-9.99"	17.70	9364.00	6.10	78.80	7.22										17.60	9470.00	6.30	81.00	7.31										48.00								
231	"WP188"	4/23/2015 0:00:00	"7"		"Ebbing"		"4: >10"	16.40	22670.00	16.70	83.80	7.29			16.50	22794.00	16.70	81.20	7.15			16.30	22478.00	16.60	71.80	6.43			16.30	22503.00	16.60	72.00	6.38			35.00	33.00							
232	"WP188"	4/23/2015 0:00:00	"7"	"2"	"Ebbing"		"4: >10"	16.40	22670.00	16.70	83.80	7.29			16.50	22794.00	16.70	81.20	7.15			16.30	22478.00	16.60	71.80	6.43			16.30	22503.00	16.60	72.00	6.38			35.00	33.00							
233	"WP188"	4/23/2015 0:00:00	"7"	"3"	"Ebbing"		"4: >10"	16.40	22670.00	16.70	83.80	7.29			16.50	22794.00	16.70	81.20	7.15			16.30	22478.00	16.60	71.80	6.43			16.30	22503.00	16.60	72.00	6.38			35.00	33.00							
234	"NB-271"	4/23/2015 0:00:00	"7"				"4: >10"	15.90	22840.00	17.00	91.80	8.04										16.20	22791.00	16.90	87.00	7.78										55.00	55.00							
235	"NB-271"	4/23/2015 0:00:00	"7"	"2"			"4: >10"																													55.00	55.00							
236	"NB-271"	4/23/2015 0:00:00	"7"	"3"			"4: >10"																													55.00	55.00							
402	"Unknown"	11/12/2015 0:00:00		"1"	"Flooding"																															53.00	50.00	18.00				"500ml Samples was split 4 times and then kept 10ml stiple sample"		
404	"NB-640"	11/11/2015 0:00:00		"1"	"Flooding"		"4: >10"			27.90			0.00	0.00						0.00	0.00			28.20			0.00	0.00						0.00	0.00	25.00	25.00	99.00				"500 ml samples.  1. 44 mysids; 2. 37 mysids; 3. 39 mysids.  Kept 10ml of 500 ml stiple sample."		
1000	"Unknown"	12/9/2015 0:00:00	"1"	"1"	"Flooding"		"4: >10"																													45.00		19.30				"Location unknown.  Labeled as NB-PET1"	"NA"	"NA"
1001	"Unknown"	12/9/2015 0:00:00	"1"	"1"	"Flooding"		"4: >10"																													49.00		29.50				"Location unknown.  Labeled as NB-PET2"	"NA"	"NA"
1002	"Unknown"	12/9/2015 0:00:00	"1"	"1"	"Ebbing"		"4: >10"																															37.30				"Location unknown.  Labeled as NB-PET8"	"NA"	"NA"
1003	"Unknown"	12/9/2015 0:00:00	"1"	"1"	"Ebbing"		"4: >10"																													51.00		37.00				"Location unknown.  Labeled as NB-PET7"	"NA"	"NA"
1004	"Unknown"	12/10/2015 0:00:00	"1"	"1"	"Flooding"		"4: >10"																													36.00		49.90				"Location unknown.  Labeled as NB-SON2"	"NA"	"NA"
1005	"Unknown"	12/10/2015 0:00:00	"1"	"1"	"Flooding"		"4: >10"																													40.00		57.70				"Location unknown.  Labeled as NB-SON3"	"NA"	"NA"
1006	"NB-160"	12/11/2015 0:00:00	"1"	"1"	"Flooding"		"4: >10"	11.30	17366.00	14.50	88.60	8.82			11.60	20288.00	11.60	86.70	8.48																	85.00		9.67				"WQ with YSI"	"NA"	"NA"
1007	"NB-160"	12/11/2015 0:00:00	"1"	"2"	"Flooding"		"4: >10"	11.30	19469.00	16.10	89.90	8.92			11.50	20043.00	16.60	83.30	7.98																	124.00		16.90				"WQ from YSI"	"NA"	"NA"
1008	"NB-285"	12/11/2015 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	12.70	17951.00	18.60	91.50	8.91																								45.00		59.00				"Skipped record number 1008. WQ taken with YSI"	"NA"	"NA"
1009	"NB-140"	12/16/2015 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	8.63	25308.00	15.00	91.30	9.64			8.74	25354.00	17.00	103.80	10.94			8.81	26013.00		83.30	8.73			8.81	26069.00		88.20	9.25			118.00		5.14				"Boat: Triakis.  Sonde profile: Tow start- bottom 8:57:30 - top 8:58:30/Tow End- Bottom: 9:27:26 - top 9:28:45.  Line on winch all out."	"SLS-100"	"SLS-100"
1010	"NB-160"	12/16/2015 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	8.36	26776.00		83.20	8.78			8.49	27401.00		92.50	9.71			8.44	26296.00		86.10	9.10			8.53	27409.00		101.40	10.64			124.00		4.41				"Boat Triakis.  Water Sonde:  Start- 14.5 feet deep.  Bottom:  9:40:10.  Top:  9:41:25.  End- Bottom: 9:59:15. Top 10:00:25."	"SLS-101"	"SLS-101"
1011	"NB-710"	12/16/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	8.11	32608.00	21.00	74.60	7.72			8.08	33342.00	22.00	88.40	9.13			8.09	33440.00		76.30	7.88			8.29	33257.00		96.10	9.88			69.00		8.52				"Boat Triakis.  Water Sonde: file: PETSLS.  8.5 ft deep.  Start: bottom: 12:35:20 - top: 12:36:03.  End: bottom: 12:52:45 - top: 12:53:30.  20.8 ppt top.  22.2 ppt bottom."	"SLS-102"	"SLS-102"
1012	"NB-720"	12/16/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	8.01	33783.00	22.00	71.10	7.34			7.97	33961.00	22.00	92.60	9.57			8.00	34066.00		76.90	7.93			7.95	34127.00		90.50	9.34			61.00		14.40				"Boat Triakis.  Water sonde: start- bottom: 13:01:30 - top: 13:02:30.  End- bottom: 13:18:45 - top: 13:19:30."	"SLS-103"	
1013	"SB-ALV1"	12/12/2015 0:00:00	"1"	"1"	"Low"		"4: >10"	12.80	20429.00	16.30	72.60	7.07																								64.00		37.90				"Tide height: +4.446. WQ w/ YSI"	"NA"	"NA"
1014	"SB-ALV3"	12/12/2015 0:00:00	"1"	"1"	"Flooding"	"+8.912"	"3: 7-9.99"	12.90	30745.00	25.50	7.69	89.50																								25.00		54.90				"WQ w/YSI. Tide height: +8.912"	"NA"	"NA"
1015	"SB-A21.1"	12/12/2015 0:00:00	"1"	"1"	"Ebbing"		"4: >10"	14.20	26092.00	20.60	82.00	7.50																														"Tide height +8.822.  2nd label in jar says A21-2 (disregard)"	"NA"	"NA"
1016	"SB-ART2"	12/13/2015 0:00:00	"1"	"1"	"Low"		"3: 7-9.99"	16.50	12145.00	8.40	68.50	6.45																								40.00		23.90				"Tide height +4.652"	"NA"	"NA"
1017	"SB-A19.1"	12/13/2015 0:00:00	"1"	"1"	"Flooding"		"4: >10"	13.50	18753.00	14.60	67.30	6.45																								27.00			48.80				"NA"	"NA"
1018	"SB-UCOY 2"	12/13/2015 0:00:00	"1"	"1"	"Flooding"		"4: >10"	12.60	28683.00	23.80	79.20	7.25																								18.00		184.00				"Tide height +10.177"	"NA"	"NA"
1019	"NB-520"	1/4/2016 0:00:00	"2"	"1"	"Ebbing"		"4: >10"	5.52	22140.00	13.18	91.00	10.50	20.00	4.80	5.64	22821.00	13.63	93.20	10.69	18.00	4.30	5.28	23072.00	13.77	84.40	9.76	19.40	4.60	5.26	23420.00	14.00	90.40	10.44	15.20	3.60	36.00	42.00	34.70	31.20	7.83	7.86	"Water sample: TE 16-02"	"SLSSON_1_4_2016"	"SLSSON_1_4_2016"
1020	"NB-540"	1/4/2016 0:00:00	"2"	"1"	"Ebbing"		"4: >10"	5.20	24082.00	14.43	87.50	10.10	9.90	2.30	5.23	24063.00	14.41	90.20	10.41	7.80	1.90	5.18	24350.00	14.60	88.50	10.21	8.00	1.90	5.22	24363.00	14.61	92.00	10.60	4.70	1.10	31.00	34.00	28.90	37.50	7.79	7.79	"TE-03"	"SLSSON_1_4_2016"	"SLSSON_1_4_2016"
1021	"NB-710"	1/4/2016 0:00:00	"2"	"1"	"Ebbing"		"4: >10"	5.88	17736.00	10.38	79.30	9.25	6.30	1.50	5.95	19710.00	11.64	80.30	9.27	5.80	1.40	6.07	18805.00	11.07	83.80	9.68	5.90	1.40	5.67	20170.00	11.92	87.90	10.20	4.00	0.90	55.00		12.20	13.50	7.86	7.89	"TE-16-04.  Sonde #1.  Speed~1.36. YSI reads 9.5ppt"	"SLSPET_1_4_2016"	"SLSPET_1_4_2016"
1022	"NB-730"	1/4/2016 0:00:00	"2"	"1"	"Ebbing"		"4: >10"	6.04	19546.00	11.54	78.90	9.09	6.20	1.50	5.66	20835.00	12.35	87.00	10.06	4.00	0.90															55.00	52.00	13.60	16.50	7.87	7.85	"YSI: 10.7ppt"	"SLSPET_1_4_2016"	"SLSPET_1_4_2016"
1023	"NB-110"	1/5/2016 0:00:00	"2"	"1"	"Flooding"		"1: 1-3.99"	6.83	2509.00	1.30	85.10	10.29	4.10	1.00	6.91	5153.00	2.77	89.30	10.66	3.10	0.70	8.67	1349.00	0.68	95.00	11.02	-0.30	-0.10	7.24	3517.00	1.85	95.00	11.33	0.30	0.10	75.00	58.00	13.40	17.00	8.13	7.94	"TE-16-06 Beginning and End"	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1024	"NB-120"	1/5/2016 0:00:00	"2"	"1"	"Flooding"		"1: 1-3.99"	7.29	2504.00	1.29	79.80	9.54	4.60	1.10	6.91	9759.00	5.48	89.00	10.45	19.00	4.50	7.28	3852.00	2.04	79.50	9.46	10.60	2.50	6.87	15195.00	8.81	89.00	10.23	133.50	31.70	38.00	34.00	40.00	50.80	7.59	7.65	"TE-16-09 and TE-16-10"	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1025	"NB-120"	1/5/2016 0:00:00	"2"	"2"	"Low"		"1: 1-3.99"	7.28	3852.00	2.04	79.50	9.46	10.60	2.50	6.87	15195.00	8.81	89.00	10.23	133.50	31.70	7.19	5218.00	2.81	79.30	9.41	4.40	1.00	6.83	10478.00	5.91	87.70	10.28	3.40	0.80	34.00	40.00	50.80	21.70	7.59	7.66	"TE-16-11 (End)"	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1026	"NB-110"	1/5/2016 0:00:00	"2"	"2"	"Ebbing"		"1: 1-3.99"	7.04	3588.00	1.89	82.40	9.87	4.40	1.00	6.85	9190.00	5.13	88.00	10.36	5.80	1.40	7.19	1373.00	0.69	84.60	10.18	3.90	0.90	7.09	6913.00	3.79	89.90	10.62	9.40	2.20	72.00	57.00	12.90	17.60	7.77	7.79	"TE 16-07 Start
TE 16-08 End"	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1027	"NB-110"	1/5/2016 0:00:00	"2"	"3"	"Ebbing"		"1: 1-3.99"	6.96	5567.00	3.01	83.60	9.96	15.80	3.70	6.96	9201.00	5.14	92.50	10.86	175.50	41.70	6.85	2821.00	1.47	85.10	10.27	3.90	0.90	6.84	7240.00	3.98	88.00	10.45	3.10	0.70	67.00	56.00	12.10	17.80	7.72	7.78		"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1028	"NB-120"	1/5/2016 0:00:00	"2"	"3"	"Ebbing"		"1: 1-3.99"	7.59	5526.00	2.99	77.20	9.05	5.20	1.20	6.83	15779.00	9.18	87.70	10.06	3.30	0.80	7.23	5652.00	3.06	79.30	9.38	4.40	1.00	6.92	13561.00	7.80	89.60	10.35	3.60	0.90	37.00	54.00	43.10	12.80	7.52	7.64	"TE 16-12 Start
TE 16-13 End"	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1029	"NB-160"	1/5/2016 0:00:00	"2"	"1"	"Ebbing"		"1: 1-3.99"	9.80	4538.00	3.50	87.40	9.58			8.60	11625.00	10.00	41.20	3.78			9.60	3494.00	2.70	84.80	9.28			8.50	11276.00	9.60	78.20	8.50			71.00	43.00	13.90	28.70	7.52	7.71	"Water quality data from YSI.  Sonde ran out of data space.  TE-16-16 Start.  TE 16-17."	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1030	"NB-150"	1/5/2016 0:00:00	"2"	"1"	"Ebbing"		"1: 1-3.99"	10.20	1468.00	1.10	83.40	9.18			8.40	11177.00	9.60	77.00	8.14			10.00	2093.00	1.50	8.10	9.72			8.30	10974.00	9.40	55.20	7.52			40.00	32.00	44.20	46.00	7.80		"Sonde ran out of space.  WQ from YSI.  Water grabs: Beg- TE 16-14/End- TE 16-15"	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1031	"NB-150"	1/5/2016 0:00:00	"2"	"2"	"Ebbing"		"1: 1-3.99"	10.20	1448.00	1.10	83.40	9.18			8.40	11187.00	9.60	84.90	9.08			9.70	2804.00	2.10	79.60	8.87			8.40	10913.00	9.30	68.40	7.42			35.00	26.00	44.00	54.10	7.77		"Water quality data from YSI.  Sonde ran out of data space.  This tow was right after CDFW trawl."	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1032	"NB-150"	1/5/2016 0:00:00	"2"	"3"	"Ebbing"		"1: 1-3.99"	9.90	2460.00	1.80	89.00	9.84			8.40	11094.00	9.50	77.60	8.52			8.30	10381.00	8.80	82.50	8.95			9.70	2636.00	2.00	89.90	9.86			30.00	29.00	40.20	69.70	7.72	7.60	"Water quality data from YSI.  Sonde ran out of data space. Surface Tow."	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1033	"NB-160"	1/5/2016 0:00:00	"2"	"2"	"Ebbing"		"1: 1-3.99"	8.50	11494.00		82.00	8.99			9.90	33871.00	2.50	85.00	9.30			9.80	3489.00	2.60	86.60	9.56			8.70	9722.00	7.50	78.10	8.58			38.00	36.00	29.70	40.30	7.76	7.74	"Water quality data from YSI.  Sonde ran out of data space. Surface Tow. IN QC check Start Salinity (was 9.9 but that seems incorrect)"	"SLSNAPA_1_5_2016"	"SLSNAPA_1_5_2016"
1034	"NB-520"	1/6/2016 0:00:00	"2"	"1"	"Flooding"		"1: 1-3.99"	9.30	3906.00	3.00	78.00	8.79																								16.00		99.50		7.85		"Net was under cross bar on sled. YSI 2030 #1"	"NA"	"NA"
1035	"NB-540"	1/6/2016 0:00:00	"2"	"1"	"High"		"2: 4-6.99"	9.00		6.40	83.00	9.19																								19.00		76.60		7.72		"YSI 2030 #1"	"NA"	"NA"
1036	"NB-710"	1/7/2016 0:00:00	"2"	"1"	"Flooding"		"0: <1"	10.10	3186.00	0.40	78.40	8.82			9.80	2633.00	2.00	72.50	8.10			10.10	873.00	0.60	77.20	8.67			9.50	3826.00	2.90	73.80	8.19			12.00	12.00	126.00	112.00	4.20	4.10	"WQ from YSI 2030 #1"	"NA"	"NA"
1037	"NB-720"	1/7/2016 0:00:00	"2"	"1"	"High"		"0: <1"	10.10	873.00	0.60	77.20	8.67			9.80	3826.00	8.90	73.80	8.19			10.20	718.00	0.50	79.50	8.87			9.40	4738.00	3.70	72.40	8.08			12.00	11.00	112.00	119.00	4.10	4.31	"WQ from YSI 2030 #1"	"NA"	"NA"
1038	"NB-130"	1/8/2016 0:00:00	"2"	"1"	"Flooding"		"0: <1"	9.40	161.90	0.10	90.90	10.45			9.40	170.30	0.10	89.40	10.30																	51.00	42.00	25.20	32.00	4.65	4.25	"WQ from YSI"	"NA"	"NA"
1039	"NB-140"	1/8/2016 0:00:00	"2"	"1"	"Flooding"		"0: <1"	9.20	172.00	0.10	89.30	10.25										9.40	205.40	0.10	88.00	10.16										46.00	45.00	30.00	31.30	4.16	4.18	"WQ from YSI"	"NA"	"NA"
1040	"NB-285"	1/8/2016 0:00:00	"2"	"1"	"High"		"4: >10"	9.40	15963.00	13.60	88.50	9.34			9.50	16200.00	13.90	80.30	8.30			9.60	16485.00	14.10	97.00	9.86			9.60	17043.00	14.60	86.80	8.93			46.00	50.00	18.90	19.90			"WQ from YSI"	"NA"	"NA"
1041	"NB-285"	1/8/2016 0:00:00	"2"	"2"	"Flooding"		"4: >10"	9.60	16485.00	14.10	97.00	9.86			9.60	17043.00	14.60	86.80	8.93			10.00	16908.00	14.40	92.10	9.56			9.70	17581.00	85.20	85.20	8.70			50.00	54.00	19.90	15.00			"WQ from YSI"	"NA"	"NA"
1042	"SB-510"	1/9/2016 0:00:00	"2"	"1"	"Low"		"4: >10"	10.60	14973.00	12.40	87.60	9.11			10.50	15031.00	12.40	87.90	9.14			10.60	14467.00	11.90	82.00	8.55			10.60	14546.00	12.00	81.80	8.50			30.00	25.00	64.70	59.70			"ALV1"	"NA"	"NA"
1043	"SB-ALV3"	1/9/2016 0:00:00	"2"	"1"	"Flooding"		"4: >10"	10.50	27049.00	23.70	92.30	9.00																								20.00		138.00					"NA"	"NA"
1044	"SB-LSB1"	1/9/2016 0:00:00	"2"	"1"	"Flooding"																															35.00		76.90				"No WQ data written"	"NA"	"NA"
1045	"SB-A21.4"	1/9/2016 0:00:00	"2"	"1"	"Ebbing"		"4: >10"	11.60	23747.00	19.90	86.60	8.48																								22.00		105.00				"WQ from YSI"	"NA"	"NA"
1046	"SB-COY2"	1/9/2016 0:00:00	"2"	"1"	"Ebbing"		"4: >10"	11.50	20999.00	17.40	93.60	9.36																								25.00		98.60				"WQ with YSI"	"NA"	"NA"
1047	"SB-ART2"	1/10/2016 0:00:00	"2"	"1"	"Flooding"		"3: 7-9.99"	13.60	12245.00	9.20	82.50	8.22			12.20	13702.00	10.60	82.20	8.27																	35.00		42.80				"Lost CB cod end. No CB for rest of day."	"NA"	"NA"
1048	"SB-430"	1/10/2016 0:00:00	"2"	"1"	"Flooding"		"4: >10"	12.00	16587.00	13.30	86.50	8.70			11.80	17010.00	19.80	86.20	8.69																	30.00		46.20					"NA"	"NA"
1049	"SB-COY1"	1/10/2016 0:00:00	"2"	"1"	"Flooding"		"4: >10"	21.10	16120.00	12.90	82.30	8.27			12.10	16110.00	12.90	82.30	8.27																	30.00		70.30				"WQ from YSI"	"NA"	"NA"
1050	"SB-A19.1"	1/10/2016 0:00:00	"2"	"1"	"Flooding"		"4: >10"	12.40	18628.00	14.90	94.30	9.28			11.20	22268.00	19.10	87.40	8.60																	32.00		31.20				"WQ from YSI"	"NA"	"NA"
1051	"SB-COY1"	1/10/2016 0:00:00	"2"	"1"	"Ebbing"		"4: >10"	11.90	20155.00	16.50	94.30	9.30																								32.00		65.00				"WQ from YSI"	"NA"	"NA"
1052	"NB-710"	1/13/2016 0:00:00	"3"	"1"	"Ebbing"		"1: 1-3.99"	9.06	3379.00	1.78	83.40	9.52	12.30	2.90	9.12	6888.00	3.79	85.30	9.60	10.40	2.50	9.41	2147.00	1.10	86.00	9.78	18.80	4.50	9.07	5644.00	3.06	90.00	10.18	35.70	8.50	36.00	36.00	33.80	35.90	8.01	8.02	"Speed: 1.17.  Near Bascule Bridge"	"PET 1_13_16"	"PET 1_13_16"
1053	"NB-720"	1/13/2016 0:00:00	"3"	"1"	"Ebbing"		"1: 1-3.99"	9.24	2992.00	1.56	84.30	9.60	11.40	2.70	9.24	6824.00	3.75	94.40	10.59	6.20	1.50	9.39	2181.00	1.12	82.70	9.41	12.80	3.00	9.09	6154.00	3.36	91.60	10.34	9.00	2.10	27.00	36.00	35.90	39.10	8.02	7.93	"Near Bascule Bridge"	"PET 1_13_16"	"PET 1_13_16"
1054	"NB-730"	1/13/2016 0:00:00	"3"	"1"	"Low"		"1: 1-3.99"	9.22	3914.00	2.08	86.20	9.79	10.80	2.60	9.15	5983.00	3.26	95.30	10.75	8.10	1.90	9.18	3580.00	1.89	81.80	9.30	14.80	3.50	9.02	6107.00	3.33	87.20	9.86	15.00	3.60	27.00	27.00	44.30	44.30	7.86	7.86		"PET 1_13_16"	"PET 1_13_16"
1055	"NB-730"	1/13/2016 0:00:00	"3"	"2"	"Low"		"1: 1-3.99"	9.18	3580.00	1.89	81.80	9.30	14.80	3.50	9.02	6107.00	3.33	87.20	9.86	15.00	3.60	9.30	4214.00	2.25	84.10	9.52	11.50	2.70	9.24	5737.00	3.12	93.50	10.53	6.70	1.60	27.00	34.00	44.30	46.10	7.86	7.88	"Tide went slack during this sample so we towed opposite direction."	"PET 1_13_16"	"PET 1_13_16"
